epoch,age_output_loss,age_output_sparse_categorical_accuracy,gender_output_binary_accuracy,gender_output_loss,learning_rate,loss,race_output_loss,race_output_sparse_categorical_accuracy,val_age_output_loss,val_age_output_sparse_categorical_accuracy,val_gender_output_binary_accuracy,val_gender_output_loss,val_loss,val_race_output_loss,val_race_output_sparse_categorical_accuracy
0,1.4064879417419434,0.4334999918937683,0.838450014591217,0.38634949922561646,0.0010000000474974513,3.049619436264038,1.2519111633300781,0.5403500199317932,1.1964362859725952,0.49274998903274536,0.8617500066757202,0.3230289816856384,2.5783896446228027,1.0384613275527954,0.6019999980926514
1,1.2529727220535278,0.4817500114440918,0.8574000000953674,0.3250146806240082,0.0010000000474974513,2.7060108184814453,1.12369966506958,0.5745499730110168,1.1702237129211426,0.5074999928474426,0.8694999814033508,0.302194207906723,2.5051515102386475,1.012851357460022,0.6110000014305115
2,1.2385153770446777,0.48910000920295715,0.8635500073432922,0.3100769519805908,0.0010000000474974513,2.665651321411133,1.1128016710281372,0.5804499983787537,1.1533831357955933,0.5127500295639038,0.8730000257492065,0.2934635579586029,2.4777944087982178,1.0112831592559814,0.6107500195503235
3,1.2198870182037354,0.4971500039100647,0.8636500239372253,0.30561375617980957,0.0010000000474974513,2.6343650817871094,1.104655146598816,0.5813999772071838,1.1506805419921875,0.5207499861717224,0.8707500100135803,0.28943803906440735,2.4677016735076904,1.007997751235962,0.6104999780654907
4,1.218869686126709,0.4953500032424927,0.8673499822616577,0.2981790602207184,0.0010000000474974513,2.621338367462158,1.1001026630401611,0.5825499892234802,1.1362932920455933,0.5230000019073486,0.8759999871253967,0.2841608226299286,2.441239595413208,1.0014104843139648,0.6147500276565552
5,1.2063554525375366,0.4979499876499176,0.8666999936103821,0.2987075448036194,0.0010000000474974513,2.596259355545044,1.0870485305786133,0.5877500176429749,1.1343908309936523,0.5239999890327454,0.8769999742507935,0.2812061011791229,2.4285778999328613,0.9937065243721008,0.6192499995231628
6,1.1993364095687866,0.5034499764442444,0.8672999739646912,0.29731279611587524,0.0010000000474974513,2.593177080154419,1.0923854112625122,0.5863500237464905,1.1343965530395508,0.5274999737739563,0.8787500262260437,0.27680251002311707,2.428068161010742,0.9975994229316711,0.609000027179718
7,1.1961238384246826,0.5021499991416931,0.8715500235557556,0.29087111353874207,0.0010000000474974513,2.5760374069213867,1.0849268436431885,0.5875999927520752,1.1383897066116333,0.5189999938011169,0.878250002861023,0.27732276916503906,2.428882122039795,0.993892252445221,0.6142500042915344
8,1.1968640089035034,0.5005999803543091,0.8707500100135803,0.289412260055542,0.0010000000474974513,2.5769286155700684,1.0865378379821777,0.5867000222206116,1.134129285812378,0.5164999961853027,0.8847500085830688,0.2744862735271454,2.4232852458953857,0.9954374432563782,0.6179999709129333
9,1.1882814168930054,0.5049499869346619,0.8727499842643738,0.2878985106945038,0.0010000000474974513,2.560051918029785,1.079782247543335,0.5893999934196472,1.126953363418579,0.5174999833106995,0.8794999718666077,0.27562206983566284,2.4216744899749756,0.9998785853385925,0.6132500171661377
10,1.1836262941360474,0.5098999738693237,0.8706499934196472,0.28730663657188416,0.0010000000474974513,2.553685426712036,1.0786733627319336,0.5896499752998352,1.1328939199447632,0.5174999833106995,0.8802499771118164,0.2731727361679077,2.4212446212768555,0.995961606502533,0.6137499809265137
11,1.1870986223220825,0.5078499913215637,0.871999979019165,0.2898119390010834,0.0010000000474974513,2.5512797832489014,1.0702928304672241,0.5900499820709229,1.1341012716293335,0.5182499885559082,0.8815000057220459,0.2731478810310364,2.419599771499634,0.9931477904319763,0.6182500123977661
12,1.1815780401229858,0.5072500109672546,0.8741000294685364,0.28585556149482727,0.0010000000474974513,2.539220094680786,1.0677317380905151,0.5953500270843506,1.1299479007720947,0.5197499990463257,0.8765000104904175,0.27380403876304626,2.415127754211426,0.9922086596488953,0.6159999966621399
13,1.1747947931289673,0.5101500153541565,0.8755499720573425,0.2814481556415558,0.0010000000474974513,2.530567169189453,1.0702811479568481,0.5952000021934509,1.1255871057510376,0.5247499942779541,0.8790000081062317,0.2716425359249115,2.409687042236328,0.993333101272583,0.6194999814033508
14,1.17343008518219,0.5126000046730042,0.873199999332428,0.28368523716926575,0.0010000000474974513,2.5343856811523438,1.073221206665039,0.593500018119812,1.1287649869918823,0.5220000147819519,0.878000020980835,0.2743024230003357,2.41235089302063,0.9901378750801086,0.6169999837875366
15,1.1713895797729492,0.5135499835014343,0.8740500211715698,0.2815828025341034,0.0010000000474974513,2.5210769176483154,1.0640767812728882,0.5972999930381775,1.1243624687194824,0.5267500281333923,0.8790000081062317,0.27305516600608826,2.4079043865203857,0.9913763403892517,0.6137499809265137
16,1.1730520725250244,0.5088499784469604,0.8766999840736389,0.2808930277824402,0.0010000000474974513,2.5288631916046143,1.0708786249160767,0.5935999751091003,1.124804139137268,0.5192499756813049,0.8832499980926514,0.27120450139045715,2.4049885272979736,0.9898912310600281,0.6200000047683716
17,1.1654763221740723,0.5146999955177307,0.8721500039100647,0.28260114789009094,0.0010000000474974513,2.513173818588257,1.0610814094543457,0.599049985408783,1.1256870031356812,0.5224999785423279,0.8812500238418579,0.2712414860725403,2.404277801513672,0.9882684350013733,0.6152499914169312
18,1.1637442111968994,0.5134999752044678,0.8758999705314636,0.2801460325717926,0.0010000000474974513,2.513442277908325,1.0655373334884644,0.5968000292778015,1.1252257823944092,0.5192499756813049,0.8807500004768372,0.26719164848327637,2.404383897781372,0.9928842782974243,0.6142500042915344
19,1.1587104797363281,0.5138999819755554,0.8740000128746033,0.2793416380882263,0.0010000000474974513,2.5024516582489014,1.060402512550354,0.5998499989509583,1.1229493618011475,0.5222499966621399,0.8822500109672546,0.2702840566635132,2.4052488803863525,0.9929259419441223,0.6140000224113464
